State,County,cooling system type,climate zone,PUE mean
Kansas,Republic County,14,,
Kansas,Rice County,1,,
Kansas,Rice County,2,,
Kansas,Rice County,3,,
Kansas,Rice County,4,,
Kansas,Rice County,5,,
Kansas,Rice County,6,,
Kansas,Rice County,7,,
Kansas,Rice County,8,,
Kansas,Rice County,9,,
Kansas,Rice County,10,,
Kansas,Rice County,11,,
Kansas,Rice County,12,,
Kansas,Rice County,13,,
Kansas,Rice County,14,,
Kansas,Riley County,1,,
Kansas,Riley County,2,,
Kansas,Riley County,3,,
Kansas,Riley County,4,,
Kansas,Riley County,5,,
Kansas,Riley County,6,,
Kansas,Riley County,7,,
Kansas,Riley County,8,,
Kansas,Riley County,9,,
Kansas,Riley County,10,,
Kansas,Riley County,11,,
Kansas,Riley County,12,,
Kansas,Riley County,13,,
Kansas,Riley County,14,,
Kansas,Rooks County,1,,
Kansas,Rooks County,2,,
Kansas,Rooks County,3,,
Kansas,Rooks County,4,,
Kansas,Rooks County,5,,
Kansas,Rooks County,6,,
Kansas,Rooks County,7,,
Kansas,Rooks County,8,,
Kansas,Rooks County,9,,
Kansas,Rooks County,10,,
Kansas,Rooks County,11,,
Kansas,Rooks County,12,,
Kansas,Rooks County,13,,
Kansas,Rooks County,14,,
Kansas,Rush County,1,,
Kansas,Rush County,2,,
Kansas,Rush County,3,,
Kansas,Rush County,4,,
Kansas,Rush County,5,,
Kansas,Rush County,6,,
Kansas,Rush County,7,,
Kansas,Rush County,8,,
Kansas,Rush County,9,,
Kansas,Rush County,10,,
Kansas,Rush County,11,,
Kansas,Rush County,12,,
Kansas,Rush County,13,,
Kansas,Rush County,14,,
Kansas,Russell County,1,,
Kansas,Russell County,2,,
Kansas,Russell County,3,,
Kansas,Russell County,4,,
Kansas,Russell County,5,,
Kansas,Russell County,6,,
Kansas,Russell County,7,,
Kansas,Russell County,8,,
Kansas,Russell County,9,,
Kansas,Russell County,10,,
Kansas,Russell County,11,,
Kansas,Russell County,12,,
Kansas,Russell County,13,,
Kansas,Russell County,14,,
Kansas,Saline County,1,,
Kansas,Saline County,2,,
Kansas,Saline County,3,,
Kansas,Saline County,4,,
Kansas,Saline County,5,,
Kansas,Saline County,6,,
Kansas,Saline County,7,,
Kansas,Saline County,8,,
Kansas,Saline County,9,,
Kansas,Saline County,10,,
Kansas,Saline County,11,,
Kansas,Saline County,12,,
Kansas,Saline County,13,,
Kansas,Saline County,14,,
Kansas,Scott County,1,,
Kansas,Scott County,2,,
Kansas,Scott County,3,,
Kansas,Scott County,4,,
Kansas,Scott County,5,,
Kansas,Scott County,6,,
Kansas,Scott County,7,,
Kansas,Scott County,8,,
Kansas,Scott County,9,,
Kansas,Scott County,10,,
Kansas,Scott County,11,,
Kansas,Scott County,12,,
Kansas,Scott County,13,,
Kansas,Scott County,14,,
Kansas,Sedgwick County,1,,
Kansas,Sedgwick County,2,,
Kansas,Sedgwick County,3,,
Kansas,Sedgwick County,4,,
Kansas,Sedgwick County,5,,
Kansas,Sedgwick County,6,,
Kansas,Sedgwick County,7,,
Kansas,Sedgwick County,8,,
Kansas,Sedgwick County,9,,
Kansas,Sedgwick County,10,,
Kansas,Sedgwick County,11,,
Kansas,Sedgwick County,12,,
Kansas,Sedgwick County,13,,
Kansas,Sedgwick County,14,,
Kansas,Seward County,1,,
Kansas,Seward County,2,,
Kansas,Seward County,3,,
Kansas,Seward County,4,,
Kansas,Seward County,5,,
Kansas,Seward County,6,,
Kansas,Seward County,7,,
Kansas,Seward County,8,,
Kansas,Seward County,9,,
Kansas,Seward County,10,,
Kansas,Seward County,11,,
Kansas,Seward County,12,,
Kansas,Seward County,13,,
Kansas,Seward County,14,,
Kansas,Shawnee County,1,,
Kansas,Shawnee County,2,,
Kansas,Shawnee County,3,,
Kansas,Shawnee County,4,,
Kansas,Shawnee County,5,,
Kansas,Shawnee County,6,,
Kansas,Shawnee County,7,,
Kansas,Shawnee County,8,,
Kansas,Shawnee County,9,,
Kansas,Shawnee County,10,,
Kansas,Shawnee County,11,,
Kansas,Shawnee County,12,,
Kansas,Shawnee County,13,,
Kansas,Shawnee County,14,,
Kansas,Sheridan County,1,,
Kansas,Sheridan County,2,,
Kansas,Sheridan County,3,,
Kansas,Sheridan County,4,,
Kansas,Sheridan County,5,,
Kansas,Sheridan County,6,,
Kansas,Sheridan County,7,,
Kansas,Sheridan County,8,,
Kansas,Sheridan County,9,,
Kansas,Sheridan County,10,,
Kansas,Sheridan County,11,,
Kansas,Sheridan County,12,,
Kansas,Sheridan County,13,,
Kansas,Sheridan County,14,,
Kansas,Sherman County,1,,
Kansas,Sherman County,2,,
Kansas,Sherman County,3,,
Kansas,Sherman County,4,,
Kansas,Sherman County,5,,
Kansas,Sherman County,6,,
Kansas,Sherman County,7,,
Kansas,Sherman County,8,,
Kansas,Sherman County,9,,
Kansas,Sherman County,10,,
Kansas,Sherman County,11,,
Kansas,Sherman County,12,,
Kansas,Sherman County,13,,
Kansas,Sherman County,14,,
Kansas,Smith County,1,,
Kansas,Smith County,2,,
Kansas,Smith County,3,,
Kansas,Smith County,4,,
Kansas,Smith County,5,,
Kansas,Smith County,6,,
Kansas,Smith County,7,,
Kansas,Smith County,8,,
Kansas,Smith County,9,,
Kansas,Smith County,10,,
Kansas,Smith County,11,,
Kansas,Smith County,12,,
Kansas,Smith County,13,,
Kansas,Smith County,14,,
Kansas,Stafford County,1,,
Kansas,Stafford County,2,,
Kansas,Stafford County,3,,
Kansas,Stafford County,4,,
Kansas,Stafford County,5,,
Kansas,Stafford County,6,,
Kansas,Stafford County,7,,
Kansas,Stafford County,8,,
Kansas,Stafford County,9,,
Kansas,Stafford County,10,,
Kansas,Stafford County,11,,
Kansas,Stafford County,12,,
Kansas,Stafford County,13,,
Kansas,Stafford County,14,,
Kansas,Stanton County,1,,
Kansas,Stanton County,2,,
Kansas,Stanton County,3,,
Kansas,Stanton County,4,,
Kansas,Stanton County,5,,
Kansas,Stanton County,6,,
Kansas,Stanton County,7,,
Kansas,Stanton County,8,,
Kansas,Stanton County,9,,
Kansas,Stanton County,10,,
Kansas,Stanton County,11,,
Kansas,Stanton County,12,,
Kansas,Stanton County,13,,
Kansas,Stanton County,14,,
Kansas,Stevens County,1,,
Kansas,Stevens County,2,,
Kansas,Stevens County,3,,
Kansas,Stevens County,4,,
Kansas,Stevens County,5,,
Kansas,Stevens County,6,,
Kansas,Stevens County,7,,
Kansas,Stevens County,8,,
Kansas,Stevens County,9,,
Kansas,Stevens County,10,,
Kansas,Stevens County,11,,
Kansas,Stevens County,12,,
Kansas,Stevens County,13,,
Kansas,Stevens County,14,,
Kansas,Sumner County,1,,
Kansas,Sumner County,2,,
Kansas,Sumner County,3,,
Kansas,Sumner County,4,,
Kansas,Sumner County,5,,
Kansas,Sumner County,6,,
Kansas,Sumner County,7,,
Kansas,Sumner County,8,,
Kansas,Sumner County,9,,
Kansas,Sumner County,10,,
Kansas,Sumner County,11,,
Kansas,Sumner County,12,,
Kansas,Sumner County,13,,
Kansas,Sumner County,14,,
Kansas,Thomas County,1,,
Kansas,Thomas County,2,,
Kansas,Thomas County,3,,
Kansas,Thomas County,4,,
Kansas,Thomas County,5,,
Kansas,Thomas County,6,,
Kansas,Thomas County,7,,
Kansas,Thomas County,8,,
Kansas,Thomas County,9,,
Kansas,Thomas County,10,,
Kansas,Thomas County,11,,
Kansas,Thomas County,12,,
Kansas,Thomas County,13,,
Kansas,Thomas County,14,,
Kansas,Trego County,1,,
Kansas,Trego County,2,,
Kansas,Trego County,3,,
Kansas,Trego County,4,,
Kansas,Trego County,5,,
Kansas,Trego County,6,,
Kansas,Trego County,7,,
Kansas,Trego County,8,,
Kansas,Trego County,9,,
Kansas,Trego County,10,,
Kansas,Trego County,11,,
Kansas,Trego County,12,,
Kansas,Trego County,13,,
Kansas,Trego County,14,,
Kansas,Wabaunsee County,1,,
Kansas,Wabaunsee County,2,,
Kansas,Wabaunsee County,3,,
Kansas,Wabaunsee County,4,,
Kansas,Wabaunsee County,5,,
Kansas,Wabaunsee County,6,,
Kansas,Wabaunsee County,7,,
Kansas,Wabaunsee County,8,,
Kansas,Wabaunsee County,9,,
Kansas,Wabaunsee County,10,,
Kansas,Wabaunsee County,11,,
Kansas,Wabaunsee County,12,,
Kansas,Wabaunsee County,13,,
Kansas,Wabaunsee County,14,,
Kansas,Wallace County,1,,
Kansas,Wallace County,2,,
Kansas,Wallace County,3,,
Kansas,Wallace County,4,,
Kansas,Wallace County,5,,
Kansas,Wallace County,6,,
Kansas,Wallace County,7,,
Kansas,Wallace County,8,,
Kansas,Wallace County,9,,
Kansas,Wallace County,10,,
Kansas,Wallace County,11,,
Kansas,Wallace County,12,,
Kansas,Wallace County,13,,
Kansas,Wallace County,14,,
Kansas,Washington County,1,,
Kansas,Washington County,2,,
Kansas,Washington County,3,,
Kansas,Washington County,4,,
Kansas,Washington County,5,,
Kansas,Washington County,6,,
Kansas,Washington County,7,,
Kansas,Washington County,8,,
Kansas,Washington County,9,,
Kansas,Washington County,10,,
Kansas,Washington County,11,,
Kansas,Washington County,12,,
Kansas,Washington County,13,,
Kansas,Washington County,14,,
Kansas,Wichita County,1,,
Kansas,Wichita County,2,,
Kansas,Wichita County,3,,
Kansas,Wichita County,4,,
Kansas,Wichita County,5,,
Kansas,Wichita County,6,,
Kansas,Wichita County,7,,
Kansas,Wichita County,8,,
Kansas,Wichita County,9,,
Kansas,Wichita County,10,,
Kansas,Wichita County,11,,
Kansas,Wichita County,12,,
Kansas,Wichita County,13,,
Kansas,Wichita County,14,,
Kansas,Wilson County,1,,
Kansas,Wilson County,2,,
Kansas,Wilson County,3,,
Kansas,Wilson County,4,,
Kansas,Wilson County,5,,
Kansas,Wilson County,6,,
Kansas,Wilson County,7,,
Kansas,Wilson County,8,,
Kansas,Wilson County,9,,
Kansas,Wilson County,10,,
Kansas,Wilson County,11,,
Kansas,Wilson County,12,,
Kansas,Wilson County,13,,
Kansas,Wilson County,14,,
Kansas,Woodson County,1,,
Kansas,Woodson County,2,,
Kansas,Woodson County,3,,
Kansas,Woodson County,4,,
Kansas,Woodson County,5,,
Kansas,Woodson County,6,,
Kansas,Woodson County,7,,
Kansas,Woodson County,8,,
Kansas,Woodson County,9,,
Kansas,Woodson County,10,,
Kansas,Woodson County,11,,
Kansas,Woodson County,12,,
Kansas,Woodson County,13,,
Kansas,Woodson County,14,,
Kansas,Wyandotte County,1,,
Kansas,Wyandotte County,2,,
Kansas,Wyandotte County,3,,
Kansas,Wyandotte County,4,,
Kansas,Wyandotte County,5,,
Kansas,Wyandotte County,6,,
Kansas,Wyandotte County,7,,
Kansas,Wyandotte County,8,,
Kansas,Wyandotte County,9,,
Kansas,Wyandotte County,10,,
Kansas,Wyandotte County,11,,
Kansas,Wyandotte County,12,,
Kansas,Wyandotte County,13,,
Kansas,Wyandotte County,14,,
Kentucky,Adair County,1,,
Kentucky,Adair County,2,,
Kentucky,Adair County,3,,
Kentucky,Adair County,4,,
Kentucky,Adair County,5,,
Kentucky,Adair County,6,,
Kentucky,Adair County,7,,
Kentucky,Adair County,8,,
Kentucky,Adair County,9,,
Kentucky,Adair County,10,,
Kentucky,Adair County,11,,
Kentucky,Adair County,12,,
Kentucky,Adair County,13,,
Kentucky,Adair County,14,,
Kentucky,Allen County,1,,
Kentucky,Allen County,2,,
Kentucky,Allen County,3,,
Kentucky,Allen County,4,,
Kentucky,Allen County,5,,
Kentucky,Allen County,6,,
Kentucky,Allen County,7,,
Kentucky,Allen County,8,,
Kentucky,Allen County,9,,
Kentucky,Allen County,10,,
Kentucky,Allen County,11,,
Kentucky,Allen County,12,,
Kentucky,Allen County,13,,
Kentucky,Allen County,14,,
Kentucky,Anderson County,1,,
Kentucky,Anderson County,2,,
Kentucky,Anderson County,3,,
Kentucky,Anderson County,4,,
Kentucky,Anderson County,5,,
Kentucky,Anderson County,6,,
Kentucky,Anderson County,7,,
Kentucky,Anderson County,8,,
Kentucky,Anderson County,9,,
Kentucky,Anderson County,10,,
Kentucky,Anderson County,11,,
Kentucky,Anderson County,12,,
Kentucky,Anderson County,13,,
Kentucky,Anderson County,14,,
Kentucky,Ballard County,1,,
Kentucky,Ballard County,2,,
Kentucky,Ballard County,3,,
Kentucky,Ballard County,4,,
Kentucky,Ballard County,5,,
Kentucky,Ballard County,6,,
Kentucky,Ballard County,7,,
Kentucky,Ballard County,8,,
Kentucky,Ballard County,9,,
Kentucky,Ballard County,10,,
Kentucky,Ballard County,11,,
Kentucky,Ballard County,12,,
Kentucky,Ballard County,13,,
Kentucky,Ballard County,14,,
Kentucky,Barren County,1,,
Kentucky,Barren County,2,,
Kentucky,Barren County,3,,
Kentucky,Barren County,4,,
Kentucky,Barren County,5,,
Kentucky,Barren County,6,,
Kentucky,Barren County,7,,
Kentucky,Barren County,8,,
Kentucky,Barren County,9,,
Kentucky,Barren County,10,,
Kentucky,Barren County,11,,
Kentucky,Barren County,12,,
Kentucky,Barren County,13,,
Kentucky,Barren County,14,,
Kentucky,Bath County,1,,
Kentucky,Bath County,2,,
Kentucky,Bath County,3,,
Kentucky,Bath County,4,,
Kentucky,Bath County,5,,
Kentucky,Bath County,6,,
Kentucky,Bath County,7,,
Kentucky,Bath County,8,,
Kentucky,Bath County,9,,
Kentucky,Bath County,10,,
Kentucky,Bath County,11,,
Kentucky,Bath County,12,,
Kentucky,Bath County,13,,
Kentucky,Bath County,14,,
Kentucky,Bell County,1,,
Kentucky,Bell County,2,,
Kentucky,Bell County,3,,
Kentucky,Bell County,4,,
Kentucky,Bell County,5,,
Kentucky,Bell County,6,,
Kentucky,Bell County,7,,
Kentucky,Bell County,8,,
Kentucky,Bell County,9,,
Kentucky,Bell County,10,,
Kentucky,Bell County,11,,
Kentucky,Bell County,12,,
Kentucky,Bell County,13,,
Kentucky,Bell County,14,,
Kentucky,Boone County,1,,
Kentucky,Boone County,2,,
Kentucky,Boone County,3,,
Kentucky,Boone County,4,,
Kentucky,Boone County,5,,
Kentucky,Boone County,6,,
Kentucky,Boone County,7,,
Kentucky,Boone County,8,,
Kentucky,Boone County,9,,
Kentucky,Boone County,10,,
Kentucky,Boone County,11,,
Kentucky,Boone County,12,,
Kentucky,Boone County,13,,
Kentucky,Boone County,14,,
Kentucky,Bourbon County,1,,
Kentucky,Bourbon County,2,,
Kentucky,Bourbon County,3,,
Kentucky,Bourbon County,4,,
Kentucky,Bourbon County,5,,
Kentucky,Bourbon County,6,,
Kentucky,Bourbon County,7,,
Kentucky,Bourbon County,8,,
Kentucky,Bourbon County,9,,
Kentucky,Bourbon County,10,,
Kentucky,Bourbon County,11,,
Kentucky,Bourbon County,12,,
Kentucky,Bourbon County,13,,
Kentucky,Bourbon County,14,,
Kentucky,Boyd County,1,,
Kentucky,Boyd County,2,,
Kentucky,Boyd County,3,,
Kentucky,Boyd County,4,,
Kentucky,Boyd County,5,,
Kentucky,Boyd County,6,,
Kentucky,Boyd County,7,,
Kentucky,Boyd County,8,,
Kentucky,Boyd County,9,,
Kentucky,Boyd County,10,,
Kentucky,Boyd County,11,,
Kentucky,Boyd County,12,,
Kentucky,Boyd County,13,,
Kentucky,Boyd County,14,,
Kentucky,Boyle County,1,,
Kentucky,Boyle County,2,,
Kentucky,Boyle County,3,,
Kentucky,Boyle County,4,,
Kentucky,Boyle County,5,,
Kentucky,Boyle County,6,,
Kentucky,Boyle County,7,,
Kentucky,Boyle County,8,,
Kentucky,Boyle County,9,,
Kentucky,Boyle County,10,,
Kentucky,Boyle County,11,,
Kentucky,Boyle County,12,,
Kentucky,Boyle County,13,,
Kentucky,Boyle County,14,,
Kentucky,Bracken County,1,,
Kentucky,Bracken County,2,,
Kentucky,Bracken County,3,,
Kentucky,Bracken County,4,,
Kentucky,Bracken County,5,,
Kentucky,Bracken County,6,,
Kentucky,Bracken County,7,,
Kentucky,Bracken County,8,,
Kentucky,Bracken County,9,,
Kentucky,Bracken County,10,,
Kentucky,Bracken County,11,,
Kentucky,Bracken County,12,,
Kentucky,Bracken County,13,,
Kentucky,Bracken County,14,,
Kentucky,Breathitt County,1,,
Kentucky,Breathitt County,2,,
Kentucky,Breathitt County,3,,
Kentucky,Breathitt County,4,,
Kentucky,Breathitt County,5,,
Kentucky,Breathitt County,6,,
Kentucky,Breathitt County,7,,
Kentucky,Breathitt County,8,,
Kentucky,Breathitt County,9,,
Kentucky,Breathitt County,10,,
Kentucky,Breathitt County,11,,
Kentucky,Breathitt County,12,,
Kentucky,Breathitt County,13,,
Kentucky,Breathitt County,14,,
Kentucky,Breckinridge County,1,,
Kentucky,Breckinridge County,2,,
Kentucky,Breckinridge County,3,,
Kentucky,Breckinridge County,4,,
Kentucky,Breckinridge County,5,,
Kentucky,Breckinridge County,6,,
Kentucky,Breckinridge County,7,,
Kentucky,Breckinridge County,8,,
Kentucky,Breckinridge County,9,,
Kentucky,Breckinridge County,10,,
Kentucky,Breckinridge County,11,,
Kentucky,Breckinridge County,12,,
Kentucky,Breckinridge County,13,,
Kentucky,Breckinridge County,14,,
Kentucky,Bullitt County,1,,
Kentucky,Bullitt County,2,,
Kentucky,Bullitt County,3,,
Kentucky,Bullitt County,4,,
Kentucky,Bullitt County,5,,
Kentucky,Bullitt County,6,,
Kentucky,Bullitt County,7,,
Kentucky,Bullitt County,8,,
Kentucky,Bullitt County,9,,
Kentucky,Bullitt County,10,,
Kentucky,Bullitt County,11,,
Kentucky,Bullitt County,12,,
Kentucky,Bullitt County,13,,
Kentucky,Bullitt County,14,,
Kentucky,Butler County,1,,
Kentucky,Butler County,2,,
Kentucky,Butler County,3,,
Kentucky,Butler County,4,,
Kentucky,Butler County,5,,
Kentucky,Butler County,6,,
Kentucky,Butler County,7,,
Kentucky,Butler County,8,,
Kentucky,Butler County,9,,
Kentucky,Butler County,10,,
Kentucky,Butler County,11,,
Kentucky,Butler County,12,,
Kentucky,Butler County,13,,
Kentucky,Butler County,14,,
Kentucky,Caldwell County,1,,
Kentucky,Caldwell County,2,,
Kentucky,Caldwell County,3,,
Kentucky,Caldwell County,4,,
Kentucky,Caldwell County,5,,
Kentucky,Caldwell County,6,,
Kentucky,Caldwell County,7,,
Kentucky,Caldwell County,8,,
Kentucky,Caldwell County,9,,
Kentucky,Caldwell County,10,,
Kentucky,Caldwell County,11,,
Kentucky,Caldwell County,12,,
Kentucky,Caldwell County,13,,
Kentucky,Caldwell County,14,,
Kentucky,Calloway County,1,,
Kentucky,Calloway County,2,,
Kentucky,Calloway County,3,,
Kentucky,Calloway County,4,,
Kentucky,Calloway County,5,,
Kentucky,Calloway County,6,,
Kentucky,Calloway County,7,,
Kentucky,Calloway County,8,,
Kentucky,Calloway County,9,,
Kentucky,Calloway County,10,,
Kentucky,Calloway County,11,,
Kentucky,Calloway County,12,,
Kentucky,Calloway County,13,,
Kentucky,Calloway County,14,,
Kentucky,Campbell County,1,,
Kentucky,Campbell County,2,,
Kentucky,Campbell County,3,,
Kentucky,Campbell County,4,,
Kentucky,Campbell County,5,,
Kentucky,Campbell County,6,,
Kentucky,Campbell County,7,,
Kentucky,Campbell County,8,,
Kentucky,Campbell County,9,,
Kentucky,Campbell County,10,,
Kentucky,Campbell County,11,,
Kentucky,Campbell County,12,,
Kentucky,Campbell County,13,,
Kentucky,Campbell County,14,,
Kentucky,Carlisle County,1,,
Kentucky,Carlisle County,2,,
Kentucky,Carlisle County,3,,
Kentucky,Carlisle County,4,,
Kentucky,Carlisle County,5,,
Kentucky,Carlisle County,6,,
Kentucky,Carlisle County,7,,
Kentucky,Carlisle County,8,,
Kentucky,Carlisle County,9,,
Kentucky,Carlisle County,10,,
Kentucky,Carlisle County,11,,
Kentucky,Carlisle County,12,,
Kentucky,Carlisle County,13,,
Kentucky,Carlisle County,14,,
Kentucky,Carroll County,1,,
Kentucky,Carroll County,2,,
Kentucky,Carroll County,3,,
Kentucky,Carroll County,4,,
Kentucky,Carroll County,5,,
Kentucky,Carroll County,6,,
Kentucky,Carroll County,7,,
Kentucky,Carroll County,8,,
Kentucky,Carroll County,9,,
Kentucky,Carroll County,10,,
Kentucky,Carroll County,11,,
Kentucky,Carroll County,12,,
Kentucky,Carroll County,13,,
Kentucky,Carroll County,14,,
Kentucky,Carter County,1,,
Kentucky,Carter County,2,,
Kentucky,Carter County,3,,
Kentucky,Carter County,4,,
Kentucky,Carter County,5,,
Kentucky,Carter County,6,,
Kentucky,Carter County,7,,
Kentucky,Carter County,8,,
Kentucky,Carter County,9,,
Kentucky,Carter County,10,,
Kentucky,Carter County,11,,
Kentucky,Carter County,12,,
Kentucky,Carter County,13,,
Kentucky,Carter County,14,,
Kentucky,Casey County,1,,
Kentucky,Casey County,2,,
Kentucky,Casey County,3,,
Kentucky,Casey County,4,,
Kentucky,Casey County,5,,
Kentucky,Casey County,6,,
Kentucky,Casey County,7,,
Kentucky,Casey County,8,,
Kentucky,Casey County,9,,
Kentucky,Casey County,10,,
Kentucky,Casey County,11,,
Kentucky,Casey County,12,,
Kentucky,Casey County,13,,
Kentucky,Casey County,14,,
Kentucky,Christian County,1,,
Kentucky,Christian County,2,,
Kentucky,Christian County,3,,
Kentucky,Christian County,4,,
Kentucky,Christian County,5,,
Kentucky,Christian County,6,,
Kentucky,Christian County,7,,
Kentucky,Christian County,8,,
Kentucky,Christian County,9,,
Kentucky,Christian County,10,,
Kentucky,Christian County,11,,
Kentucky,Christian County,12,,
Kentucky,Christian County,13,,
Kentucky,Christian County,14,,
Kentucky,Clark County,1,,
Kentucky,Clark County,2,,
Kentucky,Clark County,3,,
Kentucky,Clark County,4,,
Kentucky,Clark County,5,,
Kentucky,Clark County,6,,
Kentucky,Clark County,7,,
Kentucky,Clark County,8,,
Kentucky,Clark County,9,,
Kentucky,Clark County,10,,
Kentucky,Clark County,11,,
Kentucky,Clark County,12,,
Kentucky,Clark County,13,,
Kentucky,Clark County,14,,
Kentucky,Clay County,1,,
Kentucky,Clay County,2,,
Kentucky,Clay County,3,,
Kentucky,Clay County,4,,
Kentucky,Clay County,5,,
Kentucky,Clay County,6,,
Kentucky,Clay County,7,,
Kentucky,Clay County,8,,
Kentucky,Clay County,9,,
Kentucky,Clay County,10,,
Kentucky,Clay County,11,,
Kentucky,Clay County,12,,
Kentucky,Clay County,13,,
Kentucky,Clay County,14,,
Kentucky,Clinton County,1,,
Kentucky,Clinton County,2,,
Kentucky,Clinton County,3,,
Kentucky,Clinton County,4,,
Kentucky,Clinton County,5,,
Kentucky,Clinton County,6,,
Kentucky,Clinton County,7,,
Kentucky,Clinton County,8,,
Kentucky,Clinton County,9,,
Kentucky,Clinton County,10,,
Kentucky,Clinton County,11,,
Kentucky,Clinton County,12,,
Kentucky,Clinton County,13,,
Kentucky,Clinton County,14,,
Kentucky,Crittenden County,1,,
Kentucky,Crittenden County,2,,
Kentucky,Crittenden County,3,,
Kentucky,Crittenden County,4,,
Kentucky,Crittenden County,5,,
Kentucky,Crittenden County,6,,
Kentucky,Crittenden County,7,,
Kentucky,Crittenden County,8,,
Kentucky,Crittenden County,9,,
Kentucky,Crittenden County,10,,
Kentucky,Crittenden County,11,,
Kentucky,Crittenden County,12,,
Kentucky,Crittenden County,13,,
Kentucky,Crittenden County,14,,
Kentucky,Cumberland County,1,,
Kentucky,Cumberland County,2,,
Kentucky,Cumberland County,3,,
Kentucky,Cumberland County,4,,
Kentucky,Cumberland County,5,,
Kentucky,Cumberland County,6,,
Kentucky,Cumberland County,7,,
Kentucky,Cumberland County,8,,
Kentucky,Cumberland County,9,,
Kentucky,Cumberland County,10,,
Kentucky,Cumberland County,11,,
Kentucky,Cumberland County,12,,
Kentucky,Cumberland County,13,,
Kentucky,Cumberland County,14,,
Kentucky,Daviess County,1,,
Kentucky,Daviess County,2,,
Kentucky,Daviess County,3,,
Kentucky,Daviess County,4,,
Kentucky,Daviess County,5,,
Kentucky,Daviess County,6,,
Kentucky,Daviess County,7,,
Kentucky,Daviess County,8,,
Kentucky,Daviess County,9,,
Kentucky,Daviess County,10,,
Kentucky,Daviess County,11,,
Kentucky,Daviess County,12,,
Kentucky,Daviess County,13,,
Kentucky,Daviess County,14,,
Kentucky,Edmonson County,1,,
Kentucky,Edmonson County,2,,
Kentucky,Edmonson County,3,,
Kentucky,Edmonson County,4,,
Kentucky,Edmonson County,5,,
Kentucky,Edmonson County,6,,
Kentucky,Edmonson County,7,,
Kentucky,Edmonson County,8,,
Kentucky,Edmonson County,9,,
Kentucky,Edmonson County,10,,
Kentucky,Edmonson County,11,,
Kentucky,Edmonson County,12,,
Kentucky,Edmonson County,13,,
Kentucky,Edmonson County,14,,
Kentucky,Elliott County,1,,
Kentucky,Elliott County,2,,
Kentucky,Elliott County,3,,
Kentucky,Elliott County,4,,
Kentucky,Elliott County,5,,
Kentucky,Elliott County,6,,
Kentucky,Elliott County,7,,
Kentucky,Elliott County,8,,
Kentucky,Elliott County,9,,
Kentucky,Elliott County,10,,
Kentucky,Elliott County,11,,
Kentucky,Elliott County,12,,
Kentucky,Elliott County,13,,
Kentucky,Elliott County,14,,
Kentucky,Estill County,1,,
Kentucky,Estill County,2,,
Kentucky,Estill County,3,,
Kentucky,Estill County,4,,
Kentucky,Estill County,5,,
Kentucky,Estill County,6,,
Kentucky,Estill County,7,,
Kentucky,Estill County,8,,
Kentucky,Estill County,9,,
Kentucky,Estill County,10,,
Kentucky,Estill County,11,,
Kentucky,Estill County,12,,
Kentucky,Estill County,13,,
Kentucky,Estill County,14,,
Kentucky,Fayette County,1,,
Kentucky,Fayette County,2,,
Kentucky,Fayette County,3,,
Kentucky,Fayette County,4,,
Kentucky,Fayette County,5,,
Kentucky,Fayette County,6,,
Kentucky,Fayette County,7,,
Kentucky,Fayette County,8,,
Kentucky,Fayette County,9,,
Kentucky,Fayette County,10,,
Kentucky,Fayette County,11,,
Kentucky,Fayette County,12,,
Kentucky,Fayette County,13,,
Kentucky,Fayette County,14,,
Kentucky,Fleming County,1,,
Kentucky,Fleming County,2,,
Kentucky,Fleming County,3,,
Kentucky,Fleming County,4,,
Kentucky,Fleming County,5,,
Kentucky,Fleming County,6,,
Kentucky,Fleming County,7,,
Kentucky,Fleming County,8,,
Kentucky,Fleming County,9,,
Kentucky,Fleming County,10,,
Kentucky,Fleming County,11,,
Kentucky,Fleming County,12,,
Kentucky,Fleming County,13,,
Kentucky,Fleming County,14,,
Kentucky,Floyd County,1,,
Kentucky,Floyd County,2,,
Kentucky,Floyd County,3,,
Kentucky,Floyd County,4,,
Kentucky,Floyd County,5,,
Kentucky,Floyd County,6,,
Kentucky,Floyd County,7,,
Kentucky,Floyd County,8,,
Kentucky,Floyd County,9,,
Kentucky,Floyd County,10,,
Kentucky,Floyd County,11,,
Kentucky,Floyd County,12,,
Kentucky,Floyd County,13,,
Kentucky,Floyd County,14,,
Kentucky,Franklin County,1,,
Kentucky,Franklin County,2,,
Kentucky,Franklin County,3,,
Kentucky,Franklin County,4,,
Kentucky,Franklin County,5,,
Kentucky,Franklin County,6,,
Kentucky,Franklin County,7,,
Kentucky,Franklin County,8,,
Kentucky,Franklin County,9,,
Kentucky,Franklin County,10,,
Kentucky,Franklin County,11,,
Kentucky,Franklin County,12,,
Kentucky,Franklin County,13,,
Kentucky,Franklin County,14,,
Kentucky,Fulton County,1,,
Kentucky,Fulton County,2,,
Kentucky,Fulton County,3,,
Kentucky,Fulton County,4,,
Kentucky,Fulton County,5,,
Kentucky,Fulton County,6,,
Kentucky,Fulton County,7,,
Kentucky,Fulton County,8,,
Kentucky,Fulton County,9,,
Kentucky,Fulton County,10,,
Kentucky,Fulton County,11,,
Kentucky,Fulton County,12,,
Kentucky,Fulton County,13,,
Kentucky,Fulton County,14,,
Kentucky,Gallatin County,1,,
Kentucky,Gallatin County,2,,
